en,vi,description
vertices,các góc đỉnh (số nhiều của vertex),Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
volume,thể tích,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
week,tuần lễ,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
whole,"trọn, toàn thể",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
whole number,số nguyên,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
whole numbers,các số nguyên,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
whole unit,đơn vị chẵn (nguyên),Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
width,chiều rộng,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
winter,mùa đông,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
work backwards,làm (giải) ngược lại,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
write an equation,viết một phương trình,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
written form of reasoning,biện luận bằng hình thức viết tắt,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
written language,"ngôn ngữ, lối viết tắt",Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
written representations,sự trình bày bằng lối viết tắt,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
written symbols,biểu hiệu viết tắt,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
yard (yd),thước Anh (đơn vị đo chiều dài),Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
year,năm,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
zero,số không,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
zero as the identy element in addition,số không là phần tử trung lập trong toán cộng,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
zero property of addition,đặc tính không của toán cộng,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
zero property of multiplication,đặc tính không của toán nhân,Nguồn: Elementary School Math - http://steinhardt.nyu.edu/scmsAdmin/media/users/nbm3/3-5math_glossary_vietnamese.pdf
